order_book_id,trading_hours,market_tplus,symbol,exchange,abbrev_symbol,round_lot,type,de_listed_date,listed_date,status
000001.XSHG,"09:31-11:30,13:01-15:00",0.0,上证指数,XSHG,SZZS,1.0,INDX,0000-00-00,1991-07-15,Active
000002.XSHG,"09:31-11:30,13:01-15:00",0.0,A股指数,XSHG,AGZS,1.0,INDX,0000-00-00,1992-02-21,Active
000003.XSHG,"09:31-11:30,13:01-15:00",0.0,B股指数,XSHG,BGZS,1.0,INDX,0000-00-00,1992-08-17,Active
000004.XSHG,"09:31-11:30,13:01-15:00",0.0,工业指数,XSHG,GYZS,1.0,INDX,0000-00-00,1993-05-03,Active
000005.XSHG,"09:31-11:30,13:01-15:00",0.0,商业指数,XSHG,SYZS,1.0,INDX,0000-00-00,1993-05-03,Active
000006.XSHG,"09:31-11:30,13:01-15:00",0.0,地产指数,XSHG,DCZS,1.0,INDX,0000-00-00,1993-05-03,Active
000007.XSHG,"09:31-11:30,13:01-15:00",0.0,公用指数,XSHG,GYZS,1.0,INDX,0000-00-00,1993-05-03,Active
000008.XSHG,"09:31-11:30,13:01-15:00",0.0,综合指数,XSHG,ZHZS,1.0,INDX,0000-00-00,1993-05-03,Active
000009.XSHG,"09:31-11:30,13:01-15:00",0.0,上证380,XSHG,SZ380,1.0,INDX,0000-00-00,2010-11-29,Active
000010.XSHG,"09:31-11:30,13:01-15:00",0.0,上证180,XSHG,SZ180,1.0,INDX,0000-00-00,2002-07-01,Active
000011.XSHG,"09:31-11:30,13:01-15:00",0.0,基金指数,XSHG,JJZS,1.0,INDX,0000-00-00,2000-06-09,Active
000012.XSHG,"09:31-11:30,13:01-15:00",0.0,国债指数,XSHG,GZZS,1.0,INDX,0000-00-00,2003-01-02,Active
000013.XSHG,"09:31-11:30,13:01-15:00",0.0,企债指数,XSHG,QZZS,1.0,INDX,0000-00-00,2003-06-09,Active
000015.XSHG,"09:31-11:30,13:01-15:00",0.0,红利指数,XSHG,HLZS,1.0,INDX,0000-00-00,2005-01-04,Active
000016.XSHG,"09:31-11:30,13:01-15:00",0.0,上证50,XSHG,SZ50,1.0,INDX,0000-00-00,2004-01-02,Active
000017.XSHG,"09:31-11:30,13:01-15:00",0.0,新综指,XSHG,XZZ,1.0,INDX,0000-00-00,2006-01-04,Active
000018.XSHG,"09:31-11:30,13:01-15:00",0.0,180金融,XSHG,180JR,1.0,INDX,0000-00-00,2007-12-10,Active
000019.XSHG,"09:31-11:30,13:01-15:00",0.0,治理指数,XSHG,ZLZS,1.0,INDX,0000-00-00,2008-01-02,Active
000020.XSHG,"09:31-11:30,13:01-15:00",0.0,中型综指,XSHG,ZXZZ,1.0,INDX,0000-00-00,2008-05-12,Active
000021.XSHG,"09:31-11:30,13:01-15:00",0.0,180治理,XSHG,180ZL,1.0,INDX,0000-00-00,2008-09-10,Active
000022.XSHG,"09:31-11:30,13:01-15:00",0.0,沪公司债,XSHG,HGSZ,1.0,INDX,0000-00-00,2008-11-19,Active
000023.XSHG,"09:31-11:30,13:01-15:00",0.0,沪分离债,XSHG,HFLZ,1.0,INDX,2015-08-31,2008-11-19,Delisted
000025.XSHG,"09:31-11:30,13:01-15:00",0.0,180基建,XSHG,180JJ,1.0,INDX,0000-00-00,2008-12-15,Active
000026.XSHG,"09:31-11:30,13:01-15:00",0.0,180资源,XSHG,180ZY,1.0,INDX,0000-00-00,2008-12-15,Active
000027.XSHG,"09:31-11:30,13:01-15:00",0.0,180运输,XSHG,180YS,1.0,INDX,0000-00-00,2008-12-15,Active
000028.XSHG,"09:31-11:30,13:01-15:00",0.0,180成长,XSHG,180CZ,1.0,INDX,0000-00-00,2009-01-09,Active
000029.XSHG,"09:31-11:30,13:01-15:00",0.0,180价值,XSHG,180JZ,1.0,INDX,0000-00-00,2009-01-09,Active
000030.XSHG,"09:31-11:30,13:01-15:00",0.0,180R成长,XSHG,180RCZ,1.0,INDX,0000-00-00,2009-01-09,Active
000031.XSHG,"09:31-11:30,13:01-15:00",0.0,180R价值,XSHG,180RJZ,1.0,INDX,0000-00-00,2009-01-09,Active
000032.XSHG,"09:31-11:30,13:01-15:00",0.0,上证能源,XSHG,SZNY,1.0,INDX,0000-00-00,2009-01-09,Active
000033.XSHG,"09:31-11:30,13:01-15:00",0.0,上证材料,XSHG,SZCL,1.0,INDX,0000-00-00,2009-01-09,Active
000034.XSHG,"09:31-11:30,13:01-15:00",0.0,上证工业,XSHG,SZGY,1.0,INDX,0000-00-00,2009-01-09,Active
000035.XSHG,"09:31-11:30,13:01-15:00",0.0,上证可选,XSHG,SZKX,1.0,INDX,0000-00-00,2009-01-09,Active
000036.XSHG,"09:31-11:30,13:01-15:00",0.0,上证消费,XSHG,SZXF,1.0,INDX,0000-00-00,2009-01-09,Active
000037.XSHG,"09:31-11:30,13:01-15:00",0.0,上证医药,XSHG,SZYY,1.0,INDX,0000-00-00,2009-01-09,Active
000038.XSHG,"09:31-11:30,13:01-15:00",0.0,上证金融,XSHG,SZJR,1.0,INDX,0000-00-00,2009-01-09,Active
000039.XSHG,"09:31-11:30,13:01-15:00",0.0,上证信息,XSHG,SZXX,1.0,INDX,0000-00-00,2009-01-09,Active
000040.XSHG,"09:31-11:30,13:01-15:00",0.0,上证通信,XSHG,SZTX,1.0,INDX,0000-00-00,2009-01-09,Active
000041.XSHG,"09:31-11:30,13:01-15:00",0.0,上证公用,XSHG,SZGY,1.0,INDX,0000-00-00,2009-01-09,Active
000042.XSHG,"09:31-11:30,13:01-15:00",0.0,上证央企,XSHG,SZYQ,1.0,INDX,0000-00-00,2009-03-30,Active
000043.XSHG,"09:31-11:30,13:01-15:00",0.0,超大盘,XSHG,CDP,1.0,INDX,0000-00-00,2009-04-23,Active
000044.XSHG,"09:31-11:30,13:01-15:00",0.0,上证中盘,XSHG,SZZP,1.0,INDX,0000-00-00,2009-07-03,Active
000045.XSHG,"09:31-11:30,13:01-15:00",0.0,上证小盘,XSHG,SZXP,1.0,INDX,0000-00-00,2009-07-03,Active
000046.XSHG,"09:31-11:30,13:01-15:00",0.0,上证中小,XSHG,SZZX,1.0,INDX,0000-00-00,2009-07-03,Active
000047.XSHG,"09:31-11:30,13:01-15:00",0.0,上证全指,XSHG,SZQZ,1.0,INDX,0000-00-00,2009-07-03,Active
000048.XSHG,"09:31-11:30,13:01-15:00",0.0,责任指数,XSHG,ZRZS,1.0,INDX,0000-00-00,2009-08-05,Active
000049.XSHG,"09:31-11:30,13:01-15:00",0.0,上证民企,XSHG,SZMQ,1.0,INDX,0000-00-00,2009-08-25,Active
000050.XSHG,"09:31-11:30,13:01-15:00",0.0,50等权,XSHG,50DQ,1.0,INDX,0000-00-00,2011-01-04,Active
000051.XSHG,"09:31-11:30,13:01-15:00",0.0,180等权,XSHG,180DQ,1.0,INDX,0000-00-00,2011-05-24,Active
000052.XSHG,"09:31-11:30,13:01-15:00",0.0,50基本,XSHG,50JB,1.0,INDX,0000-00-00,2012-01-09,Active
000053.XSHG,"09:31-11:30,13:01-15:00",0.0,180基本,XSHG,180JB,1.0,INDX,0000-00-00,2012-01-09,Active
000054.XSHG,"09:31-11:30,13:01-15:00",0.0,上证海外,XSHG,SZHW,1.0,INDX,0000-00-00,2010-01-04,Active
000055.XSHG,"09:31-11:30,13:01-15:00",0.0,上证地企,XSHG,SZDQ,1.0,INDX,0000-00-00,2010-01-04,Active
000056.XSHG,"09:31-11:30,13:01-15:00",0.0,上证国企,XSHG,SZGQ,1.0,INDX,0000-00-00,2010-01-04,Active
000057.XSHG,"09:31-11:30,13:01-15:00",0.0,全指成长,XSHG,QZCZ,1.0,INDX,0000-00-00,2010-01-04,Active
000058.XSHG,"09:31-11:30,13:01-15:00",0.0,全指价值,XSHG,QZJZ,1.0,INDX,0000-00-00,2010-01-04,Active
000059.XSHG,"09:31-11:30,13:01-15:00",0.0,全R成长,XSHG,QRCZ,1.0,INDX,0000-00-00,2010-01-04,Active
000060.XSHG,"09:31-11:30,13:01-15:00",0.0,全R价值,XSHG,QRJZ,1.0,INDX,0000-00-00,2010-01-04,Active
000061.XSHG,"09:31-11:30,13:01-15:00",0.0,沪企债30,XSHG,HQZ30,1.0,INDX,0000-00-00,2010-01-04,Active
000062.XSHG,"09:31-11:30,13:01-15:00",0.0,上证沪企,XSHG,SZHQ,1.0,INDX,0000-00-00,2010-01-04,Active
000063.XSHG,"09:31-11:30,13:01-15:00",0.0,上证周期,XSHG,SZZQ,1.0,INDX,0000-00-00,2010-02-03,Active
000064.XSHG,"09:31-11:30,13:01-15:00",0.0,非周期,XSHG,FZQ,1.0,INDX,0000-00-00,2010-02-03,Active
000065.XSHG,"09:31-11:30,13:01-15:00",0.0,上证龙头,XSHG,SZLT,1.0,INDX,0000-00-00,2010-02-09,Active
000066.XSHG,"09:31-11:30,13:01-15:00",0.0,上证商品,XSHG,SZSP,1.0,INDX,0000-00-00,2010-04-30,Active
000067.XSHG,"09:31-11:30,13:01-15:00",0.0,上证新兴,XSHG,SZXX,1.0,INDX,0000-00-00,2010-04-30,Active
000068.XSHG,"09:31-11:30,13:01-15:00",0.0,上证资源,XSHG,SZZY,1.0,INDX,0000-00-00,2010-05-28,Active
000069.XSHG,"09:31-11:30,13:01-15:00",0.0,消费80,XSHG,XF80,1.0,INDX,0000-00-00,2010-05-28,Active
000070.XSHG,"09:31-11:30,13:01-15:00",0.0,能源等权,XSHG,NYDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000071.XSHG,"09:31-11:30,13:01-15:00",0.0,材料等权,XSHG,CLDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000072.XSHG,"09:31-11:30,13:01-15:00",0.0,工业等权,XSHG,GYDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000073.XSHG,"09:31-11:30,13:01-15:00",0.0,可选等权,XSHG,KXDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000074.XSHG,"09:31-11:30,13:01-15:00",0.0,消费等权,XSHG,XFDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000075.XSHG,"09:31-11:30,13:01-15:00",0.0,医药等权,XSHG,YYDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000076.XSHG,"09:31-11:30,13:01-15:00",0.0,金融等权,XSHG,JRDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000077.XSHG,"09:31-11:30,13:01-15:00",0.0,信息等权,XSHG,XXDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000078.XSHG,"09:31-11:30,13:01-15:00",0.0,通信等权,XSHG,TXDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000079.XSHG,"09:31-11:30,13:01-15:00",0.0,公用等权,XSHG,GYDQ,1.0,INDX,0000-00-00,2010-08-18,Active
000090.XSHG,"09:31-11:30,13:01-15:00",0.0,上证流通,XSHG,SZLT,1.0,INDX,0000-00-00,2010-12-02,Active
000091.XSHG,"09:31-11:30,13:01-15:00",0.0,沪财中小,XSHG,HCZX,1.0,INDX,0000-00-00,2011-04-06,Active
000092.XSHG,"09:31-11:30,13:01-15:00",0.0,资源50,XSHG,ZY50,1.0,INDX,0000-00-00,2011-05-10,Active
000093.XSHG,"09:31-11:30,13:01-15:00",0.0,180分层,XSHG,180FC,1.0,INDX,0000-00-00,2011-05-24,Active
000094.XSHG,"09:31-11:30,13:01-15:00",0.0,上证上游,XSHG,SZSY,1.0,INDX,0000-00-00,2011-05-10,Active
000095.XSHG,"09:31-11:30,13:01-15:00",0.0,上证中游,XSHG,SZZY,1.0,INDX,0000-00-00,2011-05-10,Active
000096.XSHG,"09:31-11:30,13:01-15:00",0.0,上证下游,XSHG,SZXY,1.0,INDX,0000-00-00,2011-05-10,Active
000097.XSHG,"09:31-11:30,13:01-15:00",0.0,高端装备,XSHG,GDZB,1.0,INDX,0000-00-00,2011-05-24,Active
000098.XSHG,"09:31-11:30,13:01-15:00",0.0,上证F200,XSHG,SZF200,1.0,INDX,0000-00-00,2011-07-01,Active
000099.XSHG,"09:31-11:30,13:01-15:00",0.0,上证F300,XSHG,SZF300,1.0,INDX,0000-00-00,2011-07-01,Active
000100.XSHG,"09:31-11:30,13:01-15:00",0.0,上证F500,XSHG,SZF500,1.0,INDX,0000-00-00,2011-07-01,Active
000101.XSHG,"09:31-11:30,13:01-15:00",0.0,5年信用,XSHG,5NXY,1.0,INDX,0000-00-00,2013-04-01,Active
000102.XSHG,"09:31-11:30,13:01-15:00",0.0,沪投资品,XSHG,HTZP,1.0,INDX,0000-00-00,2011-06-13,Active
000103.XSHG,"09:31-11:30,13:01-15:00",0.0,沪消费品,XSHG,HXFP,1.0,INDX,0000-00-00,2011-06-13,Active
000104.XSHG,"09:31-11:30,13:01-15:00",0.0,380能源,XSHG,380NY,1.0,INDX,0000-00-00,2011-06-13,Active
000105.XSHG,"09:31-11:30,13:01-15:00",0.0,380材料,XSHG,380CL,1.0,INDX,0000-00-00,2011-06-13,Active
000106.XSHG,"09:31-11:30,13:01-15:00",0.0,380工业,XSHG,380GY,1.0,INDX,0000-00-00,2011-06-13,Active
000107.XSHG,"09:31-11:30,13:01-15:00",0.0,380可选,XSHG,380KX,1.0,INDX,0000-00-00,2011-06-13,Active
000108.XSHG,"09:31-11:30,13:01-15:00",0.0,380消费,XSHG,380XF,1.0,INDX,0000-00-00,2011-06-13,Active
000109.XSHG,"09:31-11:30,13:01-15:00",0.0,380医药,XSHG,380YY,1.0,INDX,0000-00-00,2011-06-13,Active
000110.XSHG,"09:31-11:30,13:01-15:00",0.0,380金融,XSHG,380JR,1.0,INDX,0000-00-00,2011-06-13,Active
000111.XSHG,"09:31-11:30,13:01-15:00",0.0,380信息,XSHG,380XX,1.0,INDX,0000-00-00,2011-06-13,Active
000112.XSHG,"09:31-11:30,13:01-15:00",0.0,380通信,XSHG,380TX,1.0,INDX,0000-00-00,2011-06-13,Active
000113.XSHG,"09:31-11:30,13:01-15:00",0.0,380公用,XSHG,380GY,1.0,INDX,0000-00-00,2011-06-13,Active
000114.XSHG,"09:31-11:30,13:01-15:00",0.0,持续产业,XSHG,CXCY,1.0,INDX,0000-00-00,2011-08-22,Active
000115.XSHG,"09:31-11:30,13:01-15:00",0.0,380等权,XSHG,380DQ,1.0,INDX,0000-00-00,2011-08-12,Active
000116.XSHG,"09:31-11:30,13:01-15:00",0.0,信用100,XSHG,XY100,1.0,INDX,0000-00-00,2013-02-26,Active
000117.XSHG,"09:31-11:30,13:01-15:00",0.0,380成长,XSHG,380CZ,1.0,INDX,0000-00-00,2011-10-18,Active
000118.XSHG,"09:31-11:30,13:01-15:00",0.0,380价值,XSHG,380JZ,1.0,INDX,0000-00-00,2011-10-18,Active
000119.XSHG,"09:31-11:30,13:01-15:00",0.0,380R成长,XSHG,380RCZ,1.0,INDX,0000-00-00,2011-10-18,Active
000120.XSHG,"09:31-11:30,13:01-15:00",0.0,380R价值,XSHG,380RJZ,1.0,INDX,0000-00-00,2011-10-18,Active
000121.XSHG,"09:31-11:30,13:01-15:00",0.0,医药主题,XSHG,YYZT,1.0,INDX,0000-00-00,2011-10-18,Active
000122.XSHG,"09:31-11:30,13:01-15:00",0.0,上证农业,XSHG,SZNY,1.0,INDX,0000-00-00,2011-10-18,Active
000123.XSHG,"09:31-11:30,13:01-15:00",0.0,180动态,XSHG,180DT,1.0,INDX,0000-00-00,2013-02-08,Active
000124.XSHG,"09:31-11:30,13:01-15:00",0.0,100等权,XSHG,100DQ,1.0,INDX,2012-01-09,2011-12-15,Delisted
000125.XSHG,"09:31-11:30,13:01-15:00",0.0,180稳定,XSHG,180WD,1.0,INDX,0000-00-00,2013-02-08,Active
000126.XSHG,"09:31-11:30,13:01-15:00",0.0,消费50,XSHG,XF50,1.0,INDX,0000-00-00,2011-12-09,Active
000128.XSHG,"09:31-11:30,13:01-15:00",0.0,380基本,XSHG,380JB,1.0,INDX,0000-00-00,2012-01-09,Active
000129.XSHG,"09:31-11:30,13:01-15:00",0.0,180波动,XSHG,180BD,1.0,INDX,0000-00-00,2012-01-09,Active
000130.XSHG,"09:31-11:30,13:01-15:00",0.0,380波动,XSHG,380BD,1.0,INDX,0000-00-00,2012-01-09,Active
000131.XSHG,"09:31-11:30,13:01-15:00",0.0,上证高新,XSHG,SZGX,1.0,INDX,0000-00-00,2012-02-10,Active
000132.XSHG,"09:31-11:30,13:01-15:00",0.0,上证100,XSHG,SZ100,1.0,INDX,0000-00-00,2012-04-20,Active
000133.XSHG,"09:31-11:30,13:01-15:00",0.0,上证150,XSHG,SZ150,1.0,INDX,0000-00-00,2012-04-20,Active
000134.XSHG,"09:31-11:30,13:01-15:00",0.0,上证银行,XSHG,SZYH,1.0,INDX,0000-00-00,2012-05-29,Active
000135.XSHG,"09:31-11:30,13:01-15:00",0.0,180高贝,XSHG,180GB,1.0,INDX,0000-00-00,2012-08-06,Active
000136.XSHG,"09:31-11:30,13:01-15:00",0.0,180低贝,XSHG,180DB,1.0,INDX,0000-00-00,2012-08-06,Active
000137.XSHG,"09:31-11:30,13:01-15:00",0.0,380高贝,XSHG,380GB,1.0,INDX,0000-00-00,2012-08-06,Active
000138.XSHG,"09:31-11:30,13:01-15:00",0.0,380低贝,XSHG,380DB,1.0,INDX,0000-00-00,2012-08-06,Active
000139.XSHG,"09:31-11:30,13:01-15:00",0.0,上证转债,XSHG,SZZZ,1.0,INDX,0000-00-00,2012-09-12,Active
000140.XSHG,"09:31-11:30,13:01-15:00",0.0,5年国债,XSHG,5NGZ,1.0,INDX,0000-00-00,2012-09-12,Active
000141.XSHG,"09:31-11:30,13:01-15:00",0.0,380动态,XSHG,380DT,1.0,INDX,0000-00-00,2013-02-08,Active
000142.XSHG,"09:31-11:30,13:01-15:00",0.0,380稳定,XSHG,380WD,1.0,INDX,0000-00-00,2013-02-08,Active
000145.XSHG,"09:31-11:30,13:01-15:00",0.0,优势资源,XSHG,YSZY,1.0,INDX,0000-00-00,2012-05-29,Active
000146.XSHG,"09:31-11:30,13:01-15:00",0.0,优势制造,XSHG,YSZZ,1.0,INDX,0000-00-00,2012-05-29,Active
000147.XSHG,"09:31-11:30,13:01-15:00",0.0,优势消费,XSHG,YSXF,1.0,INDX,0000-00-00,2012-05-29,Active
000148.XSHG,"09:31-11:30,13:01-15:00",0.0,消费领先,XSHG,XFLX,1.0,INDX,0000-00-00,2012-05-29,Active
000149.XSHG,"09:31-11:30,13:01-15:00",0.0,180红利,XSHG,180HL,1.0,INDX,0000-00-00,2012-07-20,Active
000150.XSHG,"09:31-11:30,13:01-15:00",0.0,380红利,XSHG,380HL,1.0,INDX,0000-00-00,2012-07-20,Active
000151.XSHG,"09:31-11:30,13:01-15:00",0.0,上国红利,XSHG,SGHL,1.0,INDX,0000-00-00,2012-07-20,Active
000152.XSHG,"09:31-11:30,13:01-15:00",0.0,上央红利,XSHG,SYHL,1.0,INDX,0000-00-00,2012-07-20,Active
000153.XSHG,"09:31-11:30,13:01-15:00",0.0,上民红利,XSHG,SMHL,1.0,INDX,0000-00-00,2012-07-20,Active
000155.XSHG,"09:31-11:30,13:01-15:00",0.0,市值百强,XSHG,SZBQ,1.0,INDX,0000-00-00,2012-07-20,Active
000158.XSHG,"09:31-11:30,13:01-15:00",0.0,上证环保,XSHG,SZHB,1.0,INDX,0000-00-00,2012-09-25,Active
000159.XSHG,"09:31-11:30,13:01-15:00",0.0,沪股通,XSHG,HGT,1.0,INDX,0000-00-00,2014-11-17,Active
000160.XSHG,"09:31-11:30,13:01-15:00",0.0,沪新丝路,XSHG,HXSL,1.0,INDX,0000-00-00,2015-06-24,Active
000161.XSHG,"09:31-11:30,13:01-15:00",0.0,沪中国造,XSHG,HZGZ,1.0,INDX,0000-00-00,2015-10-29,Active
000162.XSHG,"09:31-11:30,13:01-15:00",0.0,沪互联+,XSHG,HHL+,1.0,INDX,0000-00-00,2015-10-29,Active
000170.XSHG,"09:31-11:30,13:01-15:00",0.0,50AH优选,XSHG,50AHYX,1.0,INDX,0000-00-00,2015-12-10,Active
000171.XSHG,"09:31-11:30,13:01-15:00",0.0,新兴成指,XSHG,XXCZ,1.0,INDX,0000-00-00,2017-01-25,Active
000188.XSHG,"09:31-11:30,13:01-15:00",0.0,中国波指,XSHG,ZGBZ,1.0,INDX,2018-02-14,2016-11-28,Delisted
000300.XSHG,"09:31-11:30,13:01-15:00",0.0,沪深300,XSHG,HS300,1.0,INDX,0000-00-00,2005-04-08,Active
000500.XSHG,"09:31-11:30,13:01-15:00",0.0,内地企业,XSHG,NDQY,1.0,INDX,0000-00-00,2014-10-17,Active
000501.XSHG,"09:31-11:30,13:01-15:00",0.0,中国1000,XSHG,ZG1000,1.0,INDX,0000-00-00,2016-05-10,Active
000510.XSHG,"09:31-11:30,13:01-15:00",0.0,中证A500,XSHG,ZZA500,1.0,INDX,0000-00-00,2024-09-23,Active
000680.XSHG,"09:31-11:30,13:01-15:00",0.0,科创综指,XSHG,KCZZ,1.0,INDX,0000-00-00,2025-01-20,Active
000681.XSHG,"09:31-11:30,13:01-15:00",0.0,科创价格,XSHG,KCJG,1.0,INDX,0000-00-00,2025-01-20,Active
000682.XSHG,"09:31-11:30,13:01-15:00",0.0,科创信息,XSHG,KCXX,1.0,INDX,0000-00-00,2021-08-16,Active
000683.XSHG,"09:31-11:30,13:01-15:00",0.0,科创生物,XSHG,KCSW,1.0,INDX,0000-00-00,2022-05-09,Active
000685.XSHG,"09:31-11:30,13:01-15:00",0.0,科创芯片,XSHG,KCXP,1.0,INDX,0000-00-00,2022-06-13,Active
000687.XSHG,"09:31-11:30,13:01-15:00",0.0,科创高装,XSHG,KCGZ,1.0,INDX,0000-00-00,2022-08-15,Active
000688.XSHG,"09:31-11:30,13:01-15:00",0.0,科创50,XSHG,KC50,1.0,INDX,0000-00-00,2020-07-23,Active
000689.XSHG,"09:31-11:30,13:01-15:00",0.0,科创材料,XSHG,KCCL,1.0,INDX,0000-00-00,2022-08-15,Active
000690.XSHG,"09:31-11:30,13:01-15:00",0.0,科创成长,XSHG,KCCZ,1.0,INDX,0000-00-00,2022-11-04,Active
000691.XSHG,"09:31-11:30,13:01-15:00",0.0,科创ESG,XSHG,KCESG,1.0,INDX,0000-00-00,2024-03-21,Active
000692.XSHG,"09:31-11:30,13:01-15:00",0.0,科创新能,XSHG,KCXN,1.0,INDX,0000-00-00,2023-04-03,Active
000693.XSHG,"09:31-11:30,13:01-15:00",0.0,科创机械,XSHG,KCJX,1.0,INDX,0000-00-00,2023-04-03,Active
000695.XSHG,"09:31-11:30,13:01-15:00",0.0,科长三角,XSHG,KCSJ,1.0,INDX,0000-00-00,2023-04-03,Active
000697.XSHG,"09:31-11:30,13:01-15:00",0.0,科大湾区,XSHG,KDWQ,1.0,INDX,0000-00-00,2023-04-03,Active
000698.XSHG,"09:31-11:30,13:01-15:00",0.0,科创100,XSHG,KC100,1.0,INDX,0000-00-00,2023-08-07,Active
000699.XSHG,"09:31-11:30,13:01-15:00",0.0,科创200,XSHG,KC200,1.0,INDX,0000-00-00,2024-08-20,Active
000801.XSHG,"09:31-11:30,13:01-15:00",0.0,资源80,XSHG,ZY80,1.0,INDX,0000-00-00,2011-11-08,Active
000802.XSHG,"09:31-11:30,13:01-15:00",0.0,500沪市,XSHG,500HS,1.0,INDX,0000-00-00,2011-11-08,Active
000803.XSHG,"09:31-11:30,13:01-15:00",0.0,300波动,XSHG,300BD,1.0,INDX,0000-00-00,2012-01-09,Active
000804.XSHG,"09:31-11:30,13:01-15:00",0.0,500波动,XSHG,500BD,1.0,INDX,0000-00-00,2012-01-09,Active
000805.XSHG,"09:31-11:30,13:01-15:00",0.0,A股资源,XSHG,AGZY,1.0,INDX,0000-00-00,2012-01-06,Active
000806.XSHG,"09:31-11:30,13:01-15:00",0.0,消费服务,XSHG,XFFW,1.0,INDX,0000-00-00,2012-02-10,Active
000807.XSHG,"09:31-11:30,13:01-15:00",0.0,食品饮料,XSHG,SPYL,1.0,INDX,0000-00-00,2012-02-17,Active
000808.XSHG,"09:31-11:30,13:01-15:00",0.0,医药生物,XSHG,YYSW,1.0,INDX,0000-00-00,2012-02-17,Active
000809.XSHG,"09:31-11:30,13:01-15:00",0.0,细分农业,XSHG,XFNY,1.0,INDX,0000-00-00,2012-04-11,Active
000810.XSHG,"09:31-11:30,13:01-15:00",0.0,细分能源,XSHG,XFNY,1.0,INDX,0000-00-00,2012-04-11,Active
000811.XSHG,"09:31-11:30,13:01-15:00",0.0,细分有色,XSHG,XFYS,1.0,INDX,0000-00-00,2012-04-11,Active
000812.XSHG,"09:31-11:30,13:01-15:00",0.0,细分机械,XSHG,XFJX,1.0,INDX,0000-00-00,2012-04-11,Active
000813.XSHG,"09:31-11:30,13:01-15:00",0.0,细分化工,XSHG,XFHG,1.0,INDX,0000-00-00,2012-04-11,Active
000814.XSHG,"09:31-11:30,13:01-15:00",0.0,细分医药,XSHG,XFYY,1.0,INDX,0000-00-00,2012-04-11,Active
000815.XSHG,"09:31-11:30,13:01-15:00",0.0,细分食品,XSHG,XFSP,1.0,INDX,0000-00-00,2012-04-11,Active
000816.XSHG,"09:31-11:30,13:01-15:00",0.0,细分地产,XSHG,XFDC,1.0,INDX,0000-00-00,2012-04-11,Active
000817.XSHG,"09:31-11:30,13:01-15:00",0.0,兴证海西,XSHG,XZHX,1.0,INDX,2018-07-11,2011-09-27,Delisted
000818.XSHG,"09:31-11:30,13:01-15:00",0.0,细分金融,XSHG,XFJR,1.0,INDX,0000-00-00,2012-04-11,Active
000819.XSHG,"09:31-11:30,13:01-15:00",0.0,有色金属,XSHG,YSJS,1.0,INDX,0000-00-00,2012-05-09,Active
000820.XSHG,"09:31-11:30,13:01-15:00",0.0,煤炭指数,XSHG,MTZS,1.0,INDX,0000-00-00,2012-05-09,Active
000821.XSHG,"09:31-11:30,13:01-15:00",0.0,300红利,XSHG,300HL,1.0,INDX,0000-00-00,2012-07-20,Active
000822.XSHG,"09:31-11:30,13:01-15:00",0.0,500红利,XSHG,500HL,1.0,INDX,0000-00-00,2012-07-20,Active
000823.XSHG,"09:31-11:30,13:01-15:00",0.0,800有色,XSHG,800YS,1.0,INDX,0000-00-00,2012-12-21,Active
000824.XSHG,"09:31-11:30,13:01-15:00",0.0,国企红利,XSHG,GQHL,1.0,INDX,0000-00-00,2012-07-20,Active
000825.XSHG,"09:31-11:30,13:01-15:00",0.0,央企红利,XSHG,YQHL,1.0,INDX,0000-00-00,2012-07-20,Active
000826.XSHG,"09:31-11:30,13:01-15:00",0.0,民企红利,XSHG,MQHL,1.0,INDX,0000-00-00,2012-07-20,Active
000827.XSHG,"09:31-11:30,13:01-15:00",0.0,中证环保,XSHG,ZZHB,1.0,INDX,0000-00-00,2012-09-25,Active
000828.XSHG,"09:31-11:30,13:01-15:00",0.0,300高贝,XSHG,300GB,1.0,INDX,0000-00-00,2012-08-06,Active
000829.XSHG,"09:31-11:30,13:01-15:00",0.0,300低贝,XSHG,300DB,1.0,INDX,0000-00-00,2012-08-06,Active
000830.XSHG,"09:31-11:30,13:01-15:00",0.0,500高贝,XSHG,500GB,1.0,INDX,0000-00-00,2012-08-06,Active
000831.XSHG,"09:31-11:30,13:01-15:00",0.0,500低贝,XSHG,500DB,1.0,INDX,0000-00-00,2012-08-06,Active
000832.XSHG,"09:31-11:30,13:01-15:00",0.0,中证转债,XSHG,ZZZZ,1.0,INDX,0000-00-00,2012-09-12,Active
000833.XSHG,"09:31-11:30,13:01-15:00",0.0,中高企债,XSHG,ZGQZ,1.0,INDX,0000-00-00,2012-09-10,Active
000834.XSHG,"09:31-11:30,13:01-15:00",0.0,价值7030,XSHG,JZ7030,1.0,INDX,0000-00-00,2012-08-30,Active
000835.XSHG,"09:31-11:30,13:01-15:00",0.0,价值3070,XSHG,JZ3070,1.0,INDX,0000-00-00,2012-08-30,Active
