order_book_id,trading_hours,market_tplus,symbol,exchange,abbrev_symbol,round_lot,type,de_listed_date,listed_date,status
931311.INDX,"09:31-11:30,13:01-15:00",0.0,中证国债及政策性金融债10+年指数,,GZJZJZ10+,1.0,INDX,0000-00-00,2019-11-18,Active
931312.INDX,"09:31-11:30,13:01-15:00",0.0,中证国债及政策性金融债10-25年指数,,GZJZJZ10-25,1.0,INDX,0000-00-00,2019-11-18,Active
931313.INDX,"09:31-11:30,13:01-15:00",0.0,中证国债及政策性金融债30年指数,,GZJZJZ30,1.0,INDX,0000-00-00,2019-11-18,Active
931314.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期长三角地方政府债指数,,1-5NCSJDZ,1.0,INDX,0000-00-00,2019-10-18,Active
931315.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期江苏省地方政府债指数,,1-5NJSZ,1.0,INDX,0000-00-00,2019-10-18,Active
931316.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期山东省地方政府债指数,,1-5NSDZ,1.0,INDX,0000-00-00,2019-10-18,Active
931317.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期四川省地方政府债指数,,1-5NSCZ,1.0,INDX,0000-00-00,2019-10-18,Active
931318.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期湖南省地方政府债指数,,1-5NHNZ,1.0,INDX,0000-00-00,2019-10-18,Active
931319.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期贵州省地方政府债指数,,1-5NGZZ,1.0,INDX,0000-00-00,2019-10-18,Active
931320.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期河南省地方政府债指数,,1-5NHNZ,1.0,INDX,0000-00-00,2019-10-18,Active
931321.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期浙江省地方政府债指数,,1-5NZJZ,1.0,INDX,0000-00-00,2019-10-18,Active
931322.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期广东省地方政府债指数,,1-5NGDZ,1.0,INDX,0000-00-00,2019-10-18,Active
931323.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期河北省地方政府债指数,,1-5NHBZ,1.0,INDX,0000-00-00,2019-10-18,Active
931324.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期云南省地方政府债指数,,1-5NYNZ,1.0,INDX,0000-00-00,2019-10-18,Active
931325.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期长三角地方政府债指数,,1-3NCSJDZ,1.0,INDX,0000-00-00,2019-10-18,Active
931326.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期江苏省地方政府债指数,,1-3NJSZ,1.0,INDX,0000-00-00,2019-10-18,Active
931327.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期山东省地方政府债指数,,1-3NSDZ,1.0,INDX,0000-00-00,2019-10-18,Active
931328.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期四川省地方政府债指数,,1-3NSCZ,1.0,INDX,0000-00-00,2019-10-18,Active
931329.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期湖南省地方政府债指数,,1-3NHNZ,1.0,INDX,0000-00-00,2019-10-18,Active
931330.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期贵州省地方政府债指数,,1-3NGZZ,1.0,INDX,0000-00-00,2019-10-18,Active
931331.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期河南省地方政府债指数,,1-3NHNZ,1.0,INDX,0000-00-00,2019-10-18,Active
931332.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期浙江省地方政府债指数,,1-3NZJZ,1.0,INDX,0000-00-00,2019-10-18,Active
931333.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期广东省地方政府债指数,,1-3NGDZ,1.0,INDX,0000-00-00,2019-10-18,Active
931334.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期河北省地方政府债指数,,1-3NHBZ,1.0,INDX,0000-00-00,2019-10-18,Active
931335.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期云南省地方政府债指数,,1-3NYNZ,1.0,INDX,0000-00-00,2019-10-18,Active
931336.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期地方政府债指数,,1-5NDZ,1.0,INDX,0000-00-00,2019-10-18,Active
931337.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球原油期货指数,,YYCFI,1.0,INDX,0000-00-00,2019-08-27,Active
931338.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球原油期货美元指数,,YYCFIUSD,1.0,INDX,0000-00-00,2019-08-27,Active
931339.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球原油期货台元指数,,YYCFITWD,1.0,INDX,0000-00-00,2019-08-27,Active
931340.INDX,"09:31-11:30,13:01-15:00",0.0,中证可转换债券平衡策略指数,,ZZZZPHCL,1.0,INDX,0000-00-00,2019-11-15,Active
931341.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区高质量发展指数,,DWQGZFZ,1.0,INDX,0000-00-00,2019-10-18,Active
931342.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区高质量发展港元指数,,DWQGZFZHKD,1.0,INDX,0000-00-00,2019-10-18,Active
931343.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区价值蓝筹指数,,DWQJZLC,1.0,INDX,0000-00-00,2019-10-18,Active
931344.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区价值蓝筹港元指数,,DWQJZLCHKD,1.0,INDX,0000-00-00,2019-10-18,Active
931345.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区红利低波指数,,DWQHLDB,1.0,INDX,0000-00-00,2019-10-18,Active
931346.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区红利低波港元指数,,DWQHLDBHKD,1.0,INDX,0000-00-00,2019-10-18,Active
931347.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区科技领先指数,,DWQKJLX,1.0,INDX,0000-00-00,2019-10-18,Active
931348.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区科技领先港元指数,,DWQKJLXHKD,1.0,INDX,0000-00-00,2019-10-18,Active
931349.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区先进制造指数,,DWQXJZZ,1.0,INDX,0000-00-00,2019-10-18,Active
931350.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区先进制造港元指数,,DWQXJZZHKD,1.0,INDX,0000-00-00,2019-10-18,Active
931351.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区消费升级指数,,DWQXFSJ,1.0,INDX,0000-00-00,2019-10-18,Active
931352.INDX,"09:31-11:30,13:01-15:00",0.0,中证建信理财粤港澳大湾区消费升级港元指数,,DWQXFSJHKD,1.0,INDX,0000-00-00,2019-10-18,Active
931353.INDX,"09:31-11:30,13:01-15:00",0.0,中证科技驱动100指数,,CSKJ,1.0,INDX,0000-00-00,2019-11-15,Active
931354.INDX,"09:31-11:30,13:01-15:00",0.0,中证消费驱动100指数,,CSXF,1.0,INDX,0000-00-00,2019-11-15,Active
931355.INDX,"09:31-11:30,13:01-15:00",0.0,中证周期100指数,,CSZQ,1.0,INDX,0000-00-00,2019-11-15,Active
931356.INDX,"09:31-11:30,13:01-15:00",0.0,中证民企创新指数,,MQCX,1.0,INDX,0000-00-00,2019-11-15,Active
931357.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深优选消费50指数,,YXXF50,1.0,INDX,0000-00-00,2019-11-15,Active
931358.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深优选消费50港元指数,,YXXF50HKD,1.0,INDX,0000-00-00,2019-11-15,Active
931360.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路债券指数,,TLZQ,1.0,INDX,0000-00-00,2019-10-18,Active
931361.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路0-1年债券指数,,TLZQ0-1,1.0,INDX,0000-00-00,2019-10-18,Active
931362.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路1-3年债券指数,,TLZQ1-3,1.0,INDX,0000-00-00,2019-10-18,Active
931363.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路1-5年债券指数,,TLZQ1-5,1.0,INDX,0000-00-00,2019-10-18,Active
931365.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路3-5年债券指数,,TLZQ3-5,1.0,INDX,0000-00-00,2019-10-18,Active
931366.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路5-7年债券指数,,TLZQ5-7,1.0,INDX,0000-00-00,2019-10-18,Active
931367.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路5-10年债券指数,,TLZQ5-10,1.0,INDX,0000-00-00,2019-10-18,Active
931368.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路7-10年债券指数,,TLZQ7-10,1.0,INDX,0000-00-00,2019-10-18,Active
931369.INDX,"09:31-11:30,13:01-15:00",0.0,中证中国铁路10+年债券指数,,TLZQ10+,1.0,INDX,0000-00-00,2019-10-18,Active
931370.INDX,"09:31-11:30,13:01-15:00",0.0,中证交易所中国铁路债券指数,,JYSTLZQ,1.0,INDX,0000-00-00,2019-11-15,Active
931371.INDX,"09:31-11:30,13:01-15:00",0.0,中证品牌消费100策略指数,,PPXF100,1.0,INDX,0000-00-00,2019-11-25,Active
931372.INDX,"09:31-11:30,13:01-15:00",0.0,中证浙江国资创新发展指数,,ZJGZ,1.0,INDX,0000-00-00,2019-12-09,Active
931373.INDX,"09:31-11:30,13:01-15:00",0.0,中证高股息龙头指数,,GXLT,1.0,INDX,0000-00-00,2019-11-15,Active
931374.INDX,"09:31-11:30,13:01-15:00",0.0,中证交银理财长三角指数,,JYLCCSJ,1.0,INDX,0000-00-00,2019-10-22,Active
931375.INDX,"09:31-11:30,13:01-15:00",0.0,沪深300质量成长低波动指数,,300ZLDB,1.0,INDX,0000-00-00,2019-11-25,Active
931376.INDX,"09:31-11:30,13:01-15:00",0.0,中证泰康红利低波动指数,,TKHLLV,1.0,INDX,0000-00-00,2019-11-28,Active
931377.INDX,"09:31-11:30,13:01-15:00",0.0,中证华夏经济成长指数,,JJCZ,1.0,INDX,0000-00-00,2019-12-26,Active
931378.INDX,"09:31-11:30,13:01-15:00",0.0,中证华夏AH经济成长指数,,AHJJCZ,1.0,INDX,0000-00-00,2019-12-26,Active
931379.INDX,"09:31-11:30,13:01-15:00",0.0,中证华夏AH经济成长港元指数,,AHJJCZHKD,1.0,INDX,0000-00-00,2019-12-26,Active
931380.INDX,"09:31-11:30,13:01-15:00",0.0,中证科技50指数,,KJ50,1.0,INDX,0000-00-00,2019-11-25,Active
931381.INDX,"09:31-11:30,13:01-15:00",0.0,中证长三角领先指数,,ZZCSJ,1.0,INDX,0000-00-00,2019-11-25,Active
931382.INDX,"09:31-11:30,13:01-15:00",0.0,中证智选300ESG领先指数,,ZX300ESGLX,1.0,INDX,0000-00-00,2019-11-25,Active
931383.INDX,"09:31-11:30,13:01-15:00",0.0,中证生物医药主题50指数,,CSYY50,1.0,INDX,0000-00-00,2019-12-26,Active
931385.INDX,"09:31-11:30,13:01-15:00",0.0,中证500美元50%对冲指数,,500MYDC2,1.0,INDX,0000-00-00,2019-11-15,Active
931386.INDX,"09:31-11:30,13:01-15:00",0.0,中证1000美元50%对冲指数,,1000MYDC2,1.0,INDX,0000-00-00,2019-11-15,Active
931388.INDX,"09:31-11:30,13:01-15:00",0.0,中证智选AAA短期公司债指数,,ZXAAADQGSZ,1.0,INDX,0000-00-00,2019-11-25,Active
931390.INDX,"09:31-11:30,13:01-15:00",0.0,中证500波动率控制10%指数,,500BK3,1.0,INDX,0000-00-00,2019-11-15,Active
931391.INDX,"09:31-11:30,13:01-15:00",0.0,中证红利波动率控制5%指数,,HLBK3,1.0,INDX,0000-00-00,2019-11-15,Active
931392.INDX,"09:31-11:30,13:01-15:00",0.0,中证可转换债券50指数,,ZZ50,1.0,INDX,0000-00-00,2020-01-14,Active
931393.INDX,"09:31-11:30,13:01-15:00",0.0,中证湖北新旧动能转换指数,,HBZS,1.0,INDX,0000-00-00,2020-02-04,Active
931394.INDX,"09:31-11:30,13:01-15:00",0.0,中证信息科技50策略指数,,XXKJ50,1.0,INDX,0000-00-00,2020-01-23,Active
931395.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深300指数,,HGS300,1.0,INDX,0000-00-00,2020-01-14,Active
931396.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深300港元指数,,HGS300HKD,1.0,INDX,0000-00-00,2020-01-14,Active
931397.INDX,"09:31-11:30,13:01-15:00",0.0,中证互联互通A股投资50主题指数,,AGT50,1.0,INDX,0000-00-00,2020-02-20,Active
931398.INDX,"09:31-11:30,13:01-15:00",0.0,中证互联互通A股投资100主题指数,,AGT100,1.0,INDX,0000-00-00,2020-02-20,Active
931399.INDX,"09:31-11:30,13:01-15:00",0.0,中证中信证券量化债股联动稳健策略指数,,ZXZGWJ,1.0,INDX,0000-00-00,2019-11-25,Active
931400.INDX,"09:31-11:30,13:01-15:00",0.0,中证中信证券量化债股联动进取策略指数,,ZXZGJQ,1.0,INDX,0000-00-00,2019-11-25,Active
931401.INDX,"09:31-11:30,13:01-15:00",0.0,中证香港30指数,,XG30,1.0,INDX,0000-00-00,2023-11-21,Active
931402.INDX,"09:31-11:30,13:01-15:00",0.0,中证证券公司先锋策略指数,,ZQXF,1.0,INDX,0000-00-00,2020-01-14,Active
931403.INDX,"09:31-11:30,13:01-15:00",0.0,中证新华社民族品牌工程指数,,PPGC,1.0,INDX,0000-00-00,2020-01-14,Active
931404.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深品牌消费50指数,,SHSPPXF50,1.0,INDX,0000-00-00,2020-02-20,Active
931405.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深品牌消费50港元指数,,SHSPPXF50HKD,1.0,INDX,0000-00-00,2020-02-20,Active
931406.INDX,"09:31-11:30,13:01-15:00",0.0,中证5G产业50指数,,5G50,1.0,INDX,0000-00-00,2020-02-20,Active
931407.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球金矿指数,,QQJK,1.0,INDX,0000-00-00,2020-02-20,Active
931408.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球金矿美元指数,,QQJKUSD,1.0,INDX,0000-00-00,2020-02-20,Active
931409.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深创新药产业指数,,SHSCXY,1.0,INDX,0000-00-00,2020-02-20,Active
931410.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深创新药产业港元指数,,SHSCXYHKD,1.0,INDX,0000-00-00,2020-02-20,Active
931411.INDX,"09:31-11:30,13:01-15:00",0.0,中证华泰证券可转换债券价值策略指数,,ZZHTZQZZJZ,1.0,INDX,0000-00-00,2020-02-20,Active
931412.INDX,"09:31-11:30,13:01-15:00",0.0,中证证券公司30指数,,ZQGS30,1.0,INDX,0000-00-00,2020-02-20,Active
931413.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球金矿主题指数,,QQJKZT,1.0,INDX,0000-00-00,2023-11-01,Active
931414.INDX,"09:31-11:30,13:01-15:00",0.0,中证长三角地方政府债指数,,CSJDZ,1.0,INDX,0000-00-00,2020-03-13,Active
931415.INDX,"09:31-11:30,13:01-15:00",0.0,中证江苏省地方政府债指数,,JSZ,1.0,INDX,0000-00-00,2020-03-13,Active
931416.INDX,"09:31-11:30,13:01-15:00",0.0,中证山东省地方政府债指数,,SDZ,1.0,INDX,0000-00-00,2020-03-13,Active
931417.INDX,"09:31-11:30,13:01-15:00",0.0,中证四川省地方政府债指数,,SCZ,1.0,INDX,0000-00-00,2020-03-13,Active
931418.INDX,"09:31-11:30,13:01-15:00",0.0,中证湖南省地方政府债指数,,HNZ,1.0,INDX,0000-00-00,2020-03-13,Active
931419.INDX,"09:31-11:30,13:01-15:00",0.0,中证贵州省地方政府债指数,,GZZ,1.0,INDX,0000-00-00,2020-03-13,Active
931420.INDX,"09:31-11:30,13:01-15:00",0.0,中证河南省地方政府债指数,,HNZ,1.0,INDX,0000-00-00,2020-03-13,Active
931421.INDX,"09:31-11:30,13:01-15:00",0.0,中证浙江省地方政府债指数,,ZJZ,1.0,INDX,0000-00-00,2020-03-13,Active
931422.INDX,"09:31-11:30,13:01-15:00",0.0,中证广东省地方政府债指数,,GDZ,1.0,INDX,0000-00-00,2020-03-13,Active
931423.INDX,"09:31-11:30,13:01-15:00",0.0,中证河北省地方政府债指数,,HBZ,1.0,INDX,0000-00-00,2020-03-13,Active
931424.INDX,"09:31-11:30,13:01-15:00",0.0,中证云南省地方政府债指数,,YNZ,1.0,INDX,0000-00-00,2020-03-13,Active
931425.INDX,"09:31-11:30,13:01-15:00",0.0,中证安徽省地方政府债指数,,AHZ,1.0,INDX,0000-00-00,2020-03-13,Active
931426.INDX,"09:31-11:30,13:01-15:00",0.0,中证福建省地方政府债指数,,FJZ,1.0,INDX,0000-00-00,2020-03-13,Active
931427.INDX,"09:31-11:30,13:01-15:00",0.0,中证湖北省地方政府债指数,,HBZ,1.0,INDX,0000-00-00,2020-03-13,Active
931428.INDX,"09:31-11:30,13:01-15:00",0.0,中证辽宁省地方政府债指数,,LNZ,1.0,INDX,0000-00-00,2020-03-13,Active
931429.INDX,"09:31-11:30,13:01-15:00",0.0,中证内蒙古自治区地方政府债指数,,NMGZ,1.0,INDX,0000-00-00,2020-03-13,Active
931430.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期安徽省地方政府债指数,,1-5NAHZ,1.0,INDX,0000-00-00,2020-03-13,Active
931431.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期福建省地方政府债指数,,1-5NFJZ,1.0,INDX,0000-00-00,2020-03-13,Active
931432.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期湖北省地方政府债指数,,1-5NHBZ,1.0,INDX,0000-00-00,2020-03-13,Active
931433.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期辽宁省地方政府债指数,,1-5NLNZ,1.0,INDX,0000-00-00,2020-03-13,Active
931434.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-5年期内蒙古自治区地方政府债指数,,1-5NNMGZ,1.0,INDX,0000-00-00,2020-03-13,Active
931435.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期安徽省地方政府债指数,,1-3NAHZ,1.0,INDX,0000-00-00,2020-03-13,Active
931436.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期福建省地方政府债指数,,1-3NFJZ,1.0,INDX,0000-00-00,2020-03-13,Active
931437.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期湖北省地方政府债指数,,1-3NHBZ,1.0,INDX,0000-00-00,2020-03-13,Active
931438.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期辽宁省地方政府债指数,,1-3NLNZ,1.0,INDX,0000-00-00,2020-03-13,Active
931439.INDX,"09:31-11:30,13:01-15:00",0.0,中证1-3年期内蒙古自治区地方政府债指数,,1-3NNMGZ,1.0,INDX,0000-00-00,2020-03-13,Active
931440.INDX,"09:31-11:30,13:01-15:00",0.0,中证创新药30指数,,CXY30,1.0,INDX,0000-00-00,2020-04-21,Active
931441.INDX,"09:31-11:30,13:01-15:00",0.0,中证人工智能50指数,,AI50,1.0,INDX,0000-00-00,2020-05-06,Active
931442.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深科技100指数,,SHSKJ100,1.0,INDX,0000-00-00,2020-04-21,Active
931443.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深科技100港元指数,,SHSKJ100HKD,1.0,INDX,0000-00-00,2020-04-21,Active
931444.INDX,"09:31-11:30,13:01-15:00",0.0,中证鹏华沪港深高股息100指数,,SHSGGX100,1.0,INDX,0000-00-00,2020-04-21,Active
931445.INDX,"09:31-11:30,13:01-15:00",0.0,中证鹏华沪港深高股息100港元指数,,SHSGGX100HKD,1.0,INDX,0000-00-00,2020-04-21,Active
931446.INDX,"09:31-11:30,13:01-15:00",0.0,中证东方红红利低波动指数,,DZHLDB,1.0,INDX,0000-00-00,2020-04-21,Active
931447.INDX,"09:31-11:30,13:01-15:00",0.0,中证科技先锋指数,,KJXF,1.0,INDX,0000-00-00,2020-04-21,Active
931448.INDX,"09:31-11:30,13:01-15:00",0.0,中证平安多元资产恒定风险策略指数,,PAHDFX,1.0,INDX,0000-00-00,2020-01-23,Active
931449.INDX,"09:31-11:30,13:01-15:00",0.0,中证港股通人工智能主题指数,,GGTAI,1.0,INDX,0000-00-00,2024-03-13,Active
931450.INDX,"09:31-11:30,13:01-15:00",0.0,中证新能源汽车主题指数,,XNCZT,1.0,INDX,0000-00-00,2024-08-26,Active
931451.INDX,"09:31-11:30,13:01-15:00",0.0,中证五矿金属矿业优势指数,,WKJSKY,1.0,INDX,0000-00-00,2024-06-28,Active
931452.INDX,"09:31-11:30,13:01-15:00",0.0,中证粤港澳大湾区质量成长均衡指数,,DWQZLCZJH,1.0,INDX,0000-00-00,2020-03-13,Active
931453.INDX,"09:31-11:30,13:01-15:00",0.0,中证粤港澳大湾区质量成长均衡港元指数,,DWQZLCZJHHKD,1.0,INDX,0000-00-00,2020-03-13,Active
931454.INDX,"09:31-11:30,13:01-15:00",0.0,中证港股通消费主题指数,,GGTXF,1.0,INDX,0000-00-00,2020-03-06,Active
931455.INDX,"09:31-11:30,13:01-15:00",0.0,中证港股通消费主题人民币指数,,GGTXFCNY,1.0,INDX,0000-00-00,2020-03-06,Active
931456.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球中国教育主题指数,,ZGJY,1.0,INDX,0000-00-00,2020-04-21,Active
931457.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球中国教育主题港元指数,,ZGJYHKD,1.0,INDX,0000-00-00,2020-04-21,Active
931458.INDX,"09:31-11:30,13:01-15:00",0.0,中证全球中国教育主题美元指数,,ZGJYUSD,1.0,INDX,0000-00-00,2020-04-21,Active
931459.INDX,"09:31-11:30,13:01-15:00",0.0,中证800美元指数,,ZZ800USD,1.0,INDX,0000-00-00,2020-03-11,Active
931460.INDX,"09:31-11:30,13:01-15:00",0.0,中证1000美元指数,,ZZ1000USD,1.0,INDX,0000-00-00,2020-03-11,Active
931461.INDX,"09:31-11:30,13:01-15:00",0.0,中证电子50指数,,DZ50,1.0,INDX,0000-00-00,2009-07-22,Active
931462.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深中国教育主题港元指数,,SHSZGJYHKD,1.0,INDX,0000-00-00,2015-07-31,Active
931463.INDX,"09:31-11:30,13:01-15:00",0.0,沪深300ESG基准指数,,300ESG,1.0,INDX,0000-00-00,2020-04-30,Active
931465.INDX,"09:31-11:30,13:01-15:00",0.0,沪深300ESG领先指数,,300ESGLX,1.0,INDX,0000-00-00,2020-04-30,Active
931466.INDX,"09:31-11:30,13:01-15:00",0.0,沪深300ESG价值指数,,300ESGJZ,1.0,INDX,0000-00-00,2020-04-30,Active
931467.INDX,"09:31-11:30,13:01-15:00",0.0,中证医药龙头指数,,YYLT,1.0,INDX,0000-00-00,2020-05-21,Active
931468.INDX,"09:31-11:30,13:01-15:00",0.0,中证红利质量指数,,HLZL,1.0,INDX,0000-00-00,2020-05-21,Active
931469.INDX,"09:31-11:30,13:01-15:00",0.0,中证云计算50指数,,YJS50,1.0,INDX,0000-00-00,2020-06-12,Active
931470.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深云计算产业指数,,SHSYJS,1.0,INDX,0000-00-00,2020-04-21,Active
931471.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深云计算产业港元指数,,SHSYJSHKD,1.0,INDX,0000-00-00,2020-04-21,Active
931472.INDX,"09:31-11:30,13:01-15:00",0.0,中证7-10年国开债流动性指数,,7-10NGKZL,1.0,INDX,0000-00-00,2020-07-17,Active
931473.INDX,"09:31-11:30,13:01-15:00",0.0,中证民企50指数,,MQ50,1.0,INDX,0000-00-00,2023-11-09,Active
931474.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深内地地产龙头指数,,SHSDCLT,1.0,INDX,0000-00-00,2015-03-13,Active
931475.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深内地地产龙头港元指数,,SHSDCLTHKD,1.0,INDX,0000-00-00,2015-03-13,Active
931476.INDX,"09:31-11:30,13:01-15:00",0.0,中证ESG120策略指数,,ESG120CL,1.0,INDX,0000-00-00,2020-04-30,Active
931477.INDX,"09:31-11:30,13:01-15:00",0.0,中证华夏银行ESG指数,,HXYHESG,1.0,INDX,0000-00-00,2020-04-30,Active
931478.INDX,"09:31-11:30,13:01-15:00",0.0,中证中财-苏农苏州绿色发展指数,,SZLSFZ,1.0,INDX,0000-00-00,2020-09-25,Active
931479.INDX,"09:31-11:30,13:01-15:00",0.0,中证证券保险领先指数,,ZQBX,1.0,INDX,0000-00-00,2020-05-06,Active
931480.INDX,"09:31-11:30,13:01-15:00",0.0,中证线上消费主题指数,,XSXF,1.0,INDX,0000-00-00,2020-05-06,Active
931481.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深线上消费主题指数,,SHSXSXF,1.0,INDX,0000-00-00,2020-05-06,Active
931482.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深线上消费主题港元指数,,SHSXSXFHKD,1.0,INDX,0000-00-00,2020-05-06,Active
931483.INDX,"09:31-11:30,13:01-15:00",0.0,中证电子科技50指数,,DZKJ50,1.0,INDX,0000-00-00,2020-06-12,Active
931484.INDX,"09:31-11:30,13:01-15:00",0.0,中证医药及医疗器械创新指数,,CSYYCX,1.0,INDX,0000-00-00,2020-05-06,Active
931485.INDX,"09:31-11:30,13:01-15:00",0.0,中证迈格沪港深120指数,,MGHGS120,1.0,INDX,0000-00-00,2020-05-06,Delisted
931486.INDX,"09:31-11:30,13:01-15:00",0.0,中证迈格沪港深120港元指数,,MGHGS120HKD,1.0,INDX,0000-00-00,2020-05-06,Delisted
931487.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深人工智能50指数,,SHSRGZN50,1.0,INDX,0000-00-00,2020-05-06,Active
931488.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深人工智能50港元指数,,SHSRGZN50HKD,1.0,INDX,0000-00-00,2020-05-06,Active
931489.INDX,"09:31-11:30,13:01-15:00",0.0,中证互联互通A股策略指数,,AGTCL,1.0,INDX,0000-00-00,2020-05-21,Active
931490.INDX,"09:31-11:30,13:01-15:00",0.0,中证中财-苏农长三角ESG债券指数,,ZZZC-SNCSJESGZQ,1.0,INDX,0000-00-00,2020-09-25,Active
931491.INDX,"09:31-11:30,13:01-15:00",0.0,中证5G产业100指数,,5G100,1.0,INDX,0000-00-00,2020-06-12,Active
931492.INDX,"09:31-11:30,13:01-15:00",0.0,中证沪港深5G产业100指数,,SHS5G100,1.0,INDX,0000-00-00,2020-06-12,Active
931493.INDX,"09:31-11:30,13:01-15:00",0.0,中证精选市场金矿主题指数,,JXSCJK,1.0,INDX,0000-00-00,2023-11-01,Active
931494.INDX,"09:31-11:30,13:01-15:00",0.0,中证消费电子主题指数,,XFDZ,1.0,INDX,0000-00-00,2020-06-12,Active
931495.INDX,"09:31-11:30,13:01-15:00",0.0,中证工业互联网主题指数,,GYHL,1.0,INDX,0000-00-00,2020-07-08,Active
931496.INDX,"09:31-11:30,13:01-15:00",0.0,中证交银理财粤港澳大湾区指数,,JYLCDWQ,1.0,INDX,0000-00-00,2020-06-10,Delisted
